45,25;8;915,5;247,0000;3.469,0000;152.577,9822;-273.102,2947;2.168.865,3488;254,96;1.849.591,1939;2.411.657,6658;322.180,5259;1.032.800,5212;-204.949,8291;-305.190,7739;-930.938,2096;363.494,1832;2.437.887,8217;364.977,0558;0,67;0,34;2.004.676,2463;151.275,6691;-369.906,2202;-398.305,4346;-867.856,7164;157.644,7208;92,74;-931.393,5323;194.665,8900;1.889.989,8051;1.539.342,8898;1.659.474,6850;792.507,6240;279,44;82,99;-746.304,1927;555.096,3550;2.034.296,8451;1.408.148,7530
45,3;8;916,5;73,0000;5.112,0000;840.788,8944;-120.312,4747;1.837.546,3728;214,86;2.388.968,5507;1.337.753,5414;2.094.043,9134;2.327.560,6139;436.285,5002;973.288,4853;-48.543,2321;-369.056,9499;340.461,5718;2.048.437,4746;0,36;0,21;1.447.633,4874;-325.348,1161;1.660.700,0847;1.329.759,7221;1.495.499,0219;-808.487,5579;69,46;108.155,4213;895.594,0584;753.118,7829;-146.221,3419;2.133.173,0302;1.432.995,1373;259,86;161,82;938.932,2247;-52.120,6369;1.226.828,8077;-538.449,3144
45,35;8;917,5;235,0000;2.492,0000;983.012,4621;1.004.390,1317;-147.707,6376;296,13;1.463.180,3568;860.435,8287;-525.218,9471;1.378.549,1546;1.366.297,0481;4.986,6706;2.144.549,3015;815.563,6138;-269.625,7590;1.977.693,5108;0,78;0,13;2.040.722,5946;1.900.397,7882;1.059.202,6808;1.576.683,7376;-157.338,9745;691.956,4742;90,55;281.217,8203;260.193,2715;-288.359,5466;1.260.272,5684;2.374.695,6295;-627.373,9767;60,15;312,46;-609.117,2864;2.013.254,6801;1.338.497,5777;1.484.092,1106
45,4;8;918,5;170,0000;573,0000;2.396.141,7750;-525.836,6637;-873.408,0490;263,27;-81.333,9927;-909.569,3648;2.476.625,5429;2.401.336,7678;319.298,3963;97.232,8802;1.078.414,4210;521.967,2311;816.239,5351;1.446.489,9086;0,95;0,99;2.445.126,8427;1.708.268,7875;179.909,4546;664.184,4768;752.329,4168;-242.706,4534;159,85;1.064.508,3387;2.171.036,6502;1.240.642,5285;2.178.767,5761;1.424.666,0260;187.663,5763;212,59;341,39;1.351.258,4139;442.934,8404;1.626.702,5205;-442.809,4238
45,45;8;919,5;90,0000;6.032,0000;1.770.611,0456;908.728,0483;-397.725,6564;215,03;476.517,0270;-458.882,3252;1.608.490,6093;1.076.118,1155;2.021.800,9747;-395.459,4103;1.722.603,9824;755.329,9483;941.395,4764;-676.282,5074;0,50;0,14;-180.159,6086;2.373.567,9733;801.104,4677;2.128.140,5369;1.339.458,5247;2.385.218,4731;348,19;295.696,9888;1.075.071,6381;885.278,9758;1.593.598,2000;2.106.406,1828;-843.813,3306;90,73;230,62;63.722,5937;879.207,2511;934.020,2449;2.160.113,7956
45,5;8;920,5;182,0000;5.920,0000;-409.848,3814;2.450.564,6535;-549.149,1493;357,72;950.032,4227;-165.686,8079;2.031.355,4250;-150.504,2328;-2.514,6192;2.262.052,5702;-933.332,7760;2.004.928,1568;191.331,3719;607.120,6578;0,03;0,97;-918.785,3225;-671.931,3835;2.339.546,4032;1.358.455,3272;1.718.669,7808;1.516.596,3631;254,10;1.976.675,8175;-995.851,4258;366.281,3157;1.005.339,7147;852.569,4761;1.510.104,7904;256,81;194,94;2.131.242,5283;530.538,8124;490.458,7008;555.009,8079
45,55;8;921,5;302,0000;1.664,0000;1.670.187,8161;-745.777,2595;1.014.765,9900;23,84;1.416.187,9322;1.772.572,1318;701.940,6352;-690.705,6663;-315.964,6602;-846.346,3558;-817.711,9676;-635.494,6579;2.229.424,7811;1.124.026,6116;0,51;0,58;1.848.640,4676;2.026.494,2661;977.212,0304;-699.130,8149;-679.001,5608;-505.601,0826;272,13;-18.374,1508;157.535,3535;230.688,1944;-57.219,1905;6.063,7863;-308.870,2791;283,93;294,62;-766.064,2462;111.044,2056;163.455,6880;1.878.618,5486
45,6;8;922,5;284,0000;481,0000;186.619,8971;-770.083,8190;89.780,4756;135,22;720.831,3718;-502.022,6402;-494.964,9271;-456.020,2350;2.036.185,2691;1.023.648,4035;347.119,4596;1.681.276,7338;1.900.061,0532;1.267.759,5255;0,52;0,82;-199.738,7022;1.443.403,9388;1.777.777,9883;-53.750,8317;287.340,9866;-588.193,9411;230,15;1.084.965,6232;1.736.905,4904;1.378.965,7014;-636.934,9039;240.001,5685;2.137.211,9595;13,79;147,44;-831.243,3142;1.835.333,0423;-912.498,2704;451.279,1226
45,65;8;923,5;258,0000;288,0000;95.856,6211;1.362.778,1839;-554.316,5720;164,14;-554.929,8744;566.608,7871;1.554.629,0047;789.495,6954;-383.767,2968;-728.432,7698;2.234.695,5319;229.182,7143;-621.692,7102;500.486,3211;0,47;0,30;983.324,5705;2.131.142,4995;1.389.032,6924;1.104.353,2485;-923.320,9717;321.191,3675;251,62;2.085.718,1966;-283.500,0301;2.150.925,6890;854.512,2524;-865.191,7172;1.551.133,1538;41,01;223,39;877.373,6405;1.403.531,9729;590.636,9096;2.148.542,0207
45,7;8;924,5;351,0000;6.666,0000;1.776.913,8666;833.894,6344;497.132,4410;241,12;1.943.887,2763;854.358,2812;1.134.098,3269;-140.905,1668;1.661.302,1011;1.223.363,6716;1.990.582,9261;-918.387,6820;-27.625,3648;2.045.694,5420;0,51;0,88;50.067,9336;273.698,0808;-652.998,3338;-945.596,0120;-614.828,7540;1.310.546,2243;229,72;292.824,1005;220.906,8622;-38.704,8125;2.134.884,1348;1.984.580,3615;625.476,9817;199,11;5,51;1.482.603,6924;1.457.221,7144;1.628.158,4480;1.126.513,0028
45,75;8;925,5;316,0000;521,0000;1.626.947,8277;2.472.992,9912;-912.467,6736;233,74;1.302.673,8062;2.418.449,0502;-354.695,3326;-942.984,6948;-227.690,6755;-444.066,3739;-478.511,5557;451.659,8396;-230.607,2312;1.852.169,9695;0,91;0,25;1.309.754,3348;-495.628,5070;1.533.474,5895;243.918,3691;2.258.528,9679;2.210.676,2224;190,66;1.710.698,9480;1.053.750,5134;359.249,2798;926.469,4152;2.324.132,8661;-190.191,6216;44,40;306,78;1.266.761,1548;1.372.590,5220;1.993.333,5234;1.386.697,5303
45,8;8;926,5;355,0000;1.315,0000;1.259.354,6336;947.078,3672;717.206,3443;125,80;1.681.543,2174;139.212,4949;2.168.933,3886;892.567,2747;-465.799,7849;1.657.532,0750;624.033,4829;795.960,8906;1.643.737,7945;564.882,2482;0,36;0,08;1.492.396,0166;675.758,7829;1.555.500,1983;-786.658,1029;1.803.739,7858;1.485.733,7129;327,26;1.162.415,7751;-263.553,4538;-472.172,9258;-719.775,8886;775.926,0096;1.957.867,9248;152,74;194,79;819.782,5591;-942.670,3914;729.254,2072;1.666.317,9429
45,85;8;927,5;64,0000;6.312,0000;415.119,5860;1.549.666,4585;-58.800,8462;119,36;-508.261,0852;-443.981,1549;390.985,0802;2.135.898,6595;2.218.689,6066;1.921.172,7985;-275.598,1954;311.052,1554;268.992,6844;413.538,7964;0,77;0,43;1.715.600,2407;2.285.031,0000;-313.001,6377;2.332.335,4259;-753.502,7733;573.036,5687;169,34;1.760.929,7703;194.406,5098;2.065.972,4202;-205.266,2347;2.021.525,7721;833.523,9648;79,64;29,00;1.581.024,0223;541.512,6969;1.354.748,5597;185.456,7445
45,9;8;928,5;274,0000;4.480,0000;-316.915,7244;1.679.335,3272;-340.025,2630;256,84;2.467.908,1523;1.348.685,8263;802.106,8868;1.954.608,8631;110.958,1651;1.508.233,9727;-411.862,1488;-806.560,8552;1.361.204,6798;2.088.080,5443;0,80;0,47;-877.751,0310;2.088.705,4480;-320.780,6698;-418.351,2161;1.447.213,1237;584.534,7945;81,65;160.293,8939;-475.541,0841;383.036,4228;-714.810,8802;-400.461,3387;-621.182,9690;179,62;54,76;1.634.537,0130;448.356,4427;2.448.898,1100;1.111.203,9903
45,95;8;929,5;110,0000;1.479,0000;-853.724,0609;-235.259,4283;980.373,6806;171,43;2.191.230,7169;1.119.799,7751;2.343.065,2378;1.447.782,2062;1.387.072,9062;829.954,7809;2.344.268,2257;-59.728,1612;-359.243,3844;125.307,6315;0,80;0,06;2.283.121,1659;-906.154,5459;-917.941,3562;651.530,6010;924.619,4187;326.321,0571;144,08;-75.168,8567;2.351.190,9722;1.571.356,9500;653.986,5000;500.443,3410;503.191,9710;344,75;329,06;2.414.590,4587;157.395,6376;-693.086,5558;242.991,0541
46;8;930,5;15,0000;6.333,0000;2.134.072,1772;1.963.183,2249;1.354.311,9446;358,44;-13.244,2360;-679.510,6570;703.271,3705;-21.751,1112;202.747,7752;2.092.395,1243;440.539,9909;2.493.982,7208;740.580,3896;-488.341,0597;0,37;0,97;-506.000,0499;-393.713,1707;1.578.641,0337;-279.065,9155;2.373.035,3808;-724.806,8841;101,57;929.447,5855;789.878,6494;1.140.951,6219;-184.095,3960;921.231,9590;975.946,8321;122,58;125,63;-667.701,9650;620.243,2127;2.280.209,2542;-130.184,5612
46,05;8;931,5;169,0000;7.129,0000;1.264.586,0065;2.244.785,9758;530.674,5628;306,09;2.016.018,6548;-821.493,7087;-738.995,9917;2.159.212,8502;1.548.572,6608;315.075,8981;2.386.451,9440;755.062,6131;114.777,7745;-486.576,0661;0,97;0,10;1.932.406,9884;1.036.235,4345;860.988,1456;583.833,4283;480.875,2778;-158.078,6732;356,86;1.267.091,2504;2.412.965,5832;-288.207,2663;-787.828,6363;527.040,3481;155.131,3486;59,77;120,08;-9.233,7365;2.071.013,1371;2.396.969,7867;1.066.928,7776
46,1;8;932,5;0,0000;5.102,0000;1.687.321,4444;2.207.635,3821;925.728,0702;127,95;1.510.885,0974;1.766.922,9590;2.461.959,3564;1.672.876,3869;1.575.305,4185;93.667,3649;985.114,3362;-96.086,8415;150.442,7264;2.137.114,2326;0,23;0,61;1.370.125,2282;-462.899,9056;2.097.941,3466;-680.033,4431;2.214.513,0233;-702.513,1440;228,84;-189.149,2419;1.773.326,6357;726.409,2540;1.541.795,3917;-189.852,7644;-781.793,5335;245,92;0,31;-33.016,7834;1.522.428,8288;2.267.514,3481;-366.661,4462
46,15;8;933,5;16,0000;476,0000;430.479,7555;1.851.731,5127;1.192.505,4913;105,55;1.413.444,8021;-450.774,2236;2.025.981,9899;1.085.174,3024;-578.611,6205;1.585.408,1842;1.911.966,8129;1.639.349,7084;685.673,1865;1.476.743,2112;0,60;0,91;2.312.022,5971;1.660.032,8127;-668.066,6401;-804.136,5390;522.463,5732;-789.058,4344;293,46;1.064.565,1937;-89.209,0802;-409.236,5731;1.472.344,2236;569.904,1711;53.770,2127;342,07;161,38;1.909.483,4778;1.424.560,0740;-94.237,9356;1.430.721,9337
46,2;8;934,5;243,0000;3.532,0000;2.323.429,9426;1.081.920,2631;-689.117,5495;97,85;-536.868,7877;-400.450,3430;-511.740,0759;-477.169,0972;1.973.673,1273;-950.774,7667;1.455.261,0205;1.673.743,8809;1.298.088,1142;551.487,2151;0,42;0,22;837.964,3392;-139.782,7249;2.478.630,7168;-354.943,0532;1.092.200,5795;2.459.463,0184;46,57;624.293,3514;-650.387,6259;1.256.935,6032;1.780.725,3245;1.425.056,8961;-521.300,1670;302,39;105,28;2.206.700,9580;1.273.519,1976;504.205,1058;1.669.149,8529
46,25;8;935,5;319,0000;1.494,0000;-258.731,6244;253.832,9721;-910.384,4080;271,56;1.796.867,5794;1.519.084,8258;738.860,2413;1.362.566,5166;-250.190,2499;1.724.295,3845;-781.640,5239;735.818,5845;731.613,3170;-30.152,9227;0,03;0,64;870.683,2150;-392.040,3365;1.243.148,7423;1.798.528,5134;2.280.343,1862;2.404.346,2550;103,86;-77.529,7140;172.193,8791;184.202,3850;513.785,4302;681.791,2921;1.097.761,7083;95,68;312,14;376.860,7302;-310.189,8263;2.256.109,7028;678.622,2918
46,3;8;936,5;113,0000;727,0000;535.805,3644;536.796,5859;-729.761,6958;305,18;763.230,3238;-511.170,6120;320.513,3833;118.445,5788;2.064.184,8219;1.214.778,9794;1.221.822,7628;-24.161,4220;1.303.602,9563;1.417.366,9386;0,85;0,08;-779.864,7167;-536.027,9049;2.269.154,5327;1.398.209,9572;176.235,8491;1.038.898,7268;212,98;1.366.158,4692;399.072,2434;2.006.939,3576;1.027.068,7064;2.106.254,3665;1.808.937,6300;29,25;15,51;-52.576,4267;-391.800,5788;833.469,1309;-577.122,2365
46,35;8;937,5;184,0000;6.076,0000;1.932.384,3726;-38.484,8356;2.413.554,9869;7,24;297.835,0937;2.005.420,1944;437.204,1102;-791.665,3378;2.438.970,1965;887.534,2527;666.390,6975;824.918,1545;572.708,4880;2.255.804,4824;0,06;0,76;1.881.713,5431;-269.952,1897;-208.051,5736;2.201.504,0373;208,3499;2.162.911,8883;35,50;2.403.047,1534;835.857,6990;592.752,1581;-808.657,7239;-105.058,6910;2.007.071,7211;202,08;129,73;1.778.537,7414;1.195.734,0837;-292.295,5420;1.863.422,5875
46,4;8;938,5;282,0000;3.698,0000;-690.149,0758;-199.075,7761;-162.869,9684;13,74;100.098,3827;288.591,6372;401.759,0512;-163.719,0052;606.282,7548;-67.934,9035;1.229.974,2790;231.759,2218;2.164.252,9677;1.614.310,2841;0,66;0,85;-184.120,7632;-461.717,6886;100.670,1590;-566.234,8428;1.549.873,3954;-120.260,9082;345,89;-865.701,1622;1.266.889,6965;806.757,0414;91.545,9864;936.358,2576;859.212,8379;59,82;305,29;-963.241,2875;480.391,3241;1.988.186,5743;226.212,5822
46,45;8;939,5;137,0000;2.930,0000;1.420.315,4823;2.196.924,8991;96.819,6005;63,96;739.567,5960;-133.623,2825;678.216,2386;956.852,1365;1.783.917,0558;329.903,6943;-461.361,6887;2.441.604,7084;1.009.877,3115;2.466.870,7701;0,86;0,13;1.745.618,3472;1.018.919,6872;1.544.730,2952;-818.274,7471;-881.589,7725;2.066.004,1865;170,25;204.619,7024;909.063,1443;262.021,8683;926.075,9161;708.070,2598;-703.189,5828;202,98;288,05;904.334,8272;-355.404,0389;-292.871,7012;1.968.907,5373
46,5;8;940,5;319,0000;6.187,0000;269.104,2616;290.975,5267;1.308.363,0708;25,78;-635.410,6111;-664.392,7182;2.170.135,0800;2.096.420,8118;-784.120,8588;1.183.073,8809;-769.010,5648;-754.781,9024;1.328.708,1452;2.445.680,0821;0,90;0,35;-445.688,8609;-212.400,6381;1.009.157,5601;1.853.425,8054;-15.891,6522;284.280,7195;308,28;-67.161,1815;2.187.741,8115;1.450,3966;2.204.353,1496;-409.543,9382;78.183,4194;126,93;18,96;844.902,3626;1.961.262,3410;2.201.481,9775;2.211.606,0610
46,55;8;941,5;152,0000;2.274,0000;1.057.571,8854;495.707,5622;1.716.789,4636;334,09;1.129.987,3177;-454.022,5813;1.568.158,3409;-171.977,7715;-824.500,6018;141.207,7765;-277.733,3082;1.335.626,0342;2.128.409,1715;267.985,9652;0,53;0,45;1.943.251,0099;955.630,5243;2.403.974,6046;2.389.816,2454;1.763.468,8959;-394.970,2813;115,32;402.832,3791;2.285.251,0432;181.091,7446;-854.439,7384;59.279,4096;120.878,6634;324,80;134,49;1.018.890,2199;430.790,0931;918.897,3076;1.176.777,8137
46,6;8;942,5;251,0000;5.733,0000;-823.413,5300;292.521,2826;559.834,6824;206,02;1.432.012,6576;1.906.824,4686;-720.797,9052;646.655,9241;640.165,1718;-537.627,6320;2.244.045,9741;-754.380,2565;908.081,7426;-574.490,5242;0,85;0,65;999.410,2248;1.637.016,9674;-668.895,8718;2.230.556,9257;1.691.655,7576;-261.005,9720;4,93;383.788,1387;240.850,6521;379.181,9444;-555.435,7549;610.656,0415;1.810.996,1557;72,45;183,06;582.416,8302;2.357.807,7899;-329.250,9405;-591.610,3653
46,65;8;943,5;97,0000;2.660,0000;216.671,2766;1.632.166,7758;1.817.736,5955;274,58;1.797.568,2389;-412.311,6239;1.327.584,6469;2.386.109,5766;1.463.971,2330;1.869.502,0402;1.391.594,5351;2.168.422,7531;2.314.018,7997;-640.730,9723;0,26;0,27;1.473.230,9201;593.040,0153;1.586.072,6454;-443.226,2955;1.804.747,7655;-759.993,6548;218,31;-173.402,8933;1.719.148,7678;2.238.190,6568;-433.966,5679;1.027.508,8580;518.093,4706;227,58;38,03;-309.719,4350;1.624.324,3295;523.029,6175;1.914.413,2431
46,7;8;944,5;51,0000;4.478,0000;-189.285,4879;-87.397,7857;190.185,8340;207,13;764.545,5973;-491.848,4379;-27.929,3701;2.037.382,8637;1.961.661,3335;1.064.471,5580;-645.077,9211;1.334.305,7376;674.886,9013;377.881,1987;0,55;0,93;-424.683,6424;-217.099,0735;544.442,3905;1.296.874,2086;1.931.967,9666;-910.005,8201;137,94;1.284.576,6138;-176.967,2717;1.899.452,5374;-187.662,3557;1.528.669,8359;534.272,7134;88,84;53,21;2.200.573,0565;2.139.754,1536;2.043.702,6391;2.143.143,8561
46,75;8;945,5;85,0000;4.599,0000;2.364.484,3637;1.598.305,7886;-599.081,9055;220,57;701.587,9517;903.048,9695;-15.369,8226;1.036.108,7872;2.151.518,6873;-528.578,5482;2.369.063,3135;-50.327,3149;-442.060,4298;-156.304,2851;0,67;0,44;706.823,3841;2.025.029,0728;1.772.252,1649;-447.319,0147;-866.843,7311;-323.144,2709;2,74;-428.730,3443;2.367.909,4929;2.000.276,0180;869.175,2840;1.209.685,4507;1.975.785,9992;80,42;335,37;-432.178,6719;-992.288,6567;1.833.886,8001;2.466.962,8482
46,8;8;946,5;7,0000;3.936,0000;-889.887,8214;-318.198,4766;1.889.728,6901;257,78;1.880.127,9786;1.584.916,0208;-369.077,5513;1.359.189,9444;293.966,3896;1.475.538,2223;-909.272,9599;1.003.387,8267;507.321,0408;407.474,2200;0,86;0,30;2.278.175,4405;2.465.134,0675;1.370.871,9681;-33.877,7315;-406.212,5544;2.242.949,1739;192,18;1.269.896,5428;1.482.007,9794;-731.118,4902;969.016,2291;757.235,3105;-310.077,4257;287,62;105,73;2.319.457,3552;2.064.706,0004;2.125.954,8770;1.883.080,5942
46,85;8;947,5;241,0000;6.594,0000;1.508.113,1078;1.963.239,1419;924.522,4752;197,78;1.182.731,0578;-617.810,5367;1.122.027,1281;86.142,1872;690.763,5104;1.701.393,6814;1.544.549,2594;-99.637,1389;-859.507,7629;534.167,8403;0,01;0,85;142.109,1452;1.407.658,3389;-614.129,0810;2.436.920,1888;1.147.276,9861;518.670,0871;244,11;-964.806,2383;177.542,4422;2.366.989,9376;-357.822,3728;-104.585,9383;926.364,1072;0,85;304,48;2.171.594,1983;2.077.233,6642;-38.346,9255;904.370,5539
46,9;8;948,5;253,0000;1.841,0000;2.399.972,2724;-154.195,9049;1.506.475,1425;96,02;-65.471,1955;653.775,1028;387.761,6773;-287.310,7492;2.266.526,8187;716.855,9979;1.222.051,0142;706.532,1860;214.036,1484;1.897.443,8547;0,89;0,96;-737.819,0267;-507.157,7631;-288.173,9789;204.401,7454;2.177.210,5324;2.121.397,3704;34,36;-953.108,8858;-258.795,4129;107.285,5961;1.759.206,1639;525.448,8738;-391.449,5284;4,04;23,95;249.631,2039;1.852.530,9392;-822.136,7056;1.317.123,7058
46,95;8;949,5;290,0000;4.410,0000;-964.361,9939;1.460.093,3020;601.386,5177;240,23;-549.396,6163;1.287.785,7397;471.473,8943;768.081,6355;-944.426,0324;1.748.670,8098;717.577,3022;-8.085,3881;1.457.988,7697;-635.100,3296;0,52;0,95;834.261,6463;1.064.733,4853;-181.153,9943;-515.860,0272;-402.439,8785;2.098.464,1888;202,19;2.054.098,2700;-824.426,5762;1.427.747,2274;-916.750,2283;316.675,6757;63.996,7651;290,03;1,05;-931.007,0650;-965.625,4972;-348.015,4232;-228.025,9793
47;8;950,5;156,0000;3.215,0000;1.816.142,1083;923.364,5092;2.258.124,9369;327,19;670.739,1202;2.171.513,7516;-799.778,5146;-333.647,8299;-449.751,6153;1.318.120,0802;1.666.403,7787;1.881.410,3201;482.929,9487;679.909,5874;0,09;0,41;-417.733,2334;974.883,2542;244.747,0077;-549.699,5655;1.248.709,3759;-154.289,4610;106,50;1.750.848,5321;-879.907,0888;452.441,9736;1.159.938,4868;1.348.093,9435;1.139.064,8033;223,93;6,51;2.226.615,7298;2.179.951,8210;853.268,2575;290.280,6649
47,05;8;951,5;91,0000;1.915,0000;1.586.730,6706;386.399,4365;1.729.139,1719;195,96;2.207.534,4133;-640.652,9060;1.500.852,7833;1.419.653,2509;-138.581,1316;-747.347,7157;-292.917,4925;2.433.103,8078;827.326,5089;1.546.260,4104;0,22;0,02;1.228.160,3812;1.538.632,5331;-312.723,2818;561.520,8189;-858.340,0695;2.421.616,6513;211,33;2.379.942,0334;-506.623,2184;2.242.040,3797;883.897,4657;1.706.567,2111;-418.539,2015;286,30;344,06;-971.201,8298;1.053.392,8555;1.927.591,5305;399.932,0607
47,1;8;952,5;8,0000;5.874,0000;2.190.819,0134;-293.111,9919;2.065.898,0318;175,75;386.361,9417;-172.976,7768;-18.141,7064;1.825.104,0499;1.547.757,2246;-132.356,8076;1.994.881,3450;1.975.126,3953;2.356.402,4716;2.165.125,7358;0,30;0,92;2.219.719,0874;1.187.192,5561;906.358,3786;2.484.715,5816;515.889,3483;-68.497,4775;42,65;1.277.149,9930;-977.831,7497;-714.708,7177;1.407.223,4058;-235.885,1061;1.010.042,4327;82,39;29,23;2.348.372,4945;498.584,1284;1.221.955,0771;1.827.761,4402
47,15;8;953,5;293,0000;4.625,0000;1.756.628,3278;1.578.951,5935;-423.237,1245;49,65;-216.400,0778;1.433.817,0285;2.363.189,4908;-748.027,9736;2.082.500,9904;1.519.423,5093;987.948,8903;1.342.578,4751;1.923.634,8461;1.136.496,1446;0,65;0,59;602.640,0647;2.373.917,0191;1.435.556,1474;594.970,0714;372.232,8187;-254.390,3849;198,99;988.553,8718;212.667,3672;-635.879,1953;767.349,4745;274.462,4081;2.134.115,9441;272,10;202,85;1.827.948,8867;1.779.695,7080;-582.609,1094;-957.952,8162
47,2;8;954,5;18,0000;6.039,0000;-457.588,0379;1.618.797,5447;-265.206,9578;178,89;698.611,4670;203.212,5956;246.620,8433;260.620,5016;-383.780,2195;536.989,3701;192.697,6293;2.412.737,9049;-654.094,8062;2.300.656,3200;0,09;0,04;-39.548,4329;426.753,4480;-257.387,4002;-364.179,2103;382.880,3895;1.430.773,7584;359,78;-838.686,6309;1.908.122,7478;1.804.761,2581;890.477,8890;-215.823,8140;2.258.612,1251;233,17;283,34;-148.921,5936;2.026.162,6039;1.798.358,7994;860.873,6412
47,25;8;955,5;68,0000;4.161,0000;1.513.875,9183;286.310,4283;784.360,5076;137,10;-873.562,9936;-985.527,6968;1.141.743,5282;687.831,0775;2.152.470,6293;-257.014,1929;-828.394,7943;-716.152,2509;413.343,7222;-385.999,9254;0,30;0,94;835.992,8899;1.801.315,5316;1.056.942,6010;1.813.574,9812;674.101,0138;-442.932,9601;219,27;-452.550,3921;2.437.121,1517;154.724,2099;-69.768,3796;145.097,9252;86.984,9525;148,81;327,77;-517.004,1426;2.129.343,6950;1.864.699,7138;835.049,5554
47,3;8;956,5;136,0000;7.457,0000;-87.628,1671;-243.611,9384;-382.361,8272;322,98;-818.197,1383;588.133,5734;489.791,7281;-535.377,2363;1.842.151,8204;1.814.456,5790;164.914,5708;-422.466,8854;2.318.065,2335;1.870.515,3662;0,70;0,67;-316.220,7539;851.250,6679;2.467.120,9132;1.963.510,7084;-604.648,6877;1.036.438,5095;210,09;734.832,7791;-796.744,4161;-67.300,5516;-933.029,0043;1.047.269,7378;1.542.160,6136;345,50;83,04;1.395.168,1441;1.200.446,8745;313.986,1999;2.292.520,1455
47,35;8;957,5;293,0000;5.215,0000;1.249.786,4794;753.205,0039;1.734.682,2145;119,29;2.375.643,9003;560.573,6066;2.415.888,1545;431.648,2229;402.219,3469;2.035.520,2855;550.262,4890;2.378.614,2239;-489.205,2968;1.779.623,7619;0,77;0,10;10.788,7462;2.018.188,6326;2.129.850,8824;634.786,9515;-456.644,8739;499.168,8448;47,59;1.635.253,2707;1.308.465,4295;44.387,8544;1.515.989,9135;1.268.737,5001;377.326,8198;96,01;61,44;524.694,9279;1.230.818,4083;-239.307,8824;-78.260,2926
47,4;8;958,5;93,0000;2.333,0000;-96.147,4824;1.500.957,0478;793.973,2358;327,89;1.971.094,5351;-327.032,9855;552.127,5206;248.917,3635;-363.277,6656;-180.555,3669;1.012.793,3076;2.305.988,3191;-250.875,1241;1.096.753,3194;0,68;0,93;257.395,8883;-888.003,4934;2.008.521,8730;-118.683,1030;651.863,4026;2.083.513,6352;267,71;2.069.375,2520;-601.450,6193;1.633.894,3366;1.930.465,8951;1.342.688,9013;1.292.947,9782;115,39;195,21;-757.294,3672;157.901,1425;-130.142,1218;2.229.784,7515
47,45;8;959,5;287,0000;7.129,0000;1.273.284,7903;1.324.872,9656;-284.674,6477;165,65;499.874,4289;585.526,7249;1.871.534,6973;767.579,0118;1.462.246,2995;487.826,2510;1.865.628,9382;680.730,0920;327.209,5577;1.595.600,9499;0,29;0,72;2.142.939,2624;719.375,1887;304.389,1703;504.326,1613;-275.520,7917;1.436.281,0036;51,77;2.118.512,1411;-605.417,4625;-456.118,8756;1.144.352,2041;582.787,5000;2.305.519,1882;249,22;356,67;1.943.977,7676;1.409.189,1306;916.187,9097;1.270.203,1777
47,5;8;960,5;285,0000;2.249,0000;889.603,0243;2.379.579,8101;936.736,1635;92,80;965.197,5491;1.433.693,4174;1.330.612,1413;499.585,3880;393.693,1065;1.147.616,1259;-795.540,9858;707.788,2526;2.478.485,4611;867.749,5572;0,87;0,67;1.758.983,5781;2.032.026,5024;159.212,1381;767.155,8431;1.271.935,4594;459.001,7985;198,84;-852.056,8245;-403.095,4376;-345.758,1592;2.145.966,6766;-207.320,7782;73.973,0102;248,43;91,66;478.469,6809;465.700,4582;1.914.301,2081;-451.914,6781
